q35_%dr,q35_%dd,q35_%dp,q35_%dc,q35_%dtotal,Col006
48413,Senate,None,Republican,Kay Bailey Hutchison,481
48413,Senate,None,Democratic,Barbara Ann Radnofsky,190
48413,Senate,None,Libertarian,Scott Lanier Jameson,12
48415,House,11,Republican,Mike Conaway,1979
48415,Senate,None,Republican,Kay Bailey Hutchison,2090
48415,Senate,None,Democratic,Barbara Ann Radnofsky,580
48415,Senate,None,Libertarian,Scott Lanier Jameson,62
48417,House,19,Prohibition,Randy Neugebauer,667
48417,Senate,19,Democratic,Robert Ricketts,237
48417,House,19,Libertarian,Fred C. Jones,21
48417,House,19,Write-in/Scattering,Mike Sadler,0
48417,Senate,None,Republican,Kay Bailey Hutchison,738
48417,Senate,None,Democratic,Barbara Ann Radnofsky,156
48417,Senate,None,Libertarian,Scott Lanier Jameson,17
48419,House,1,Republican,Louie Gohmert,3516
48419,House,1,Democratic,Roger L. Owen,2157
48419,House,1,Libertarian,Donald Perkison,85
48419,Senate,None,Republican,Kay Bailey Hutchison,3901
48419,Senate,None,Democratic,Barbara Ann Radnofsky,1902
48419,Senate,None,Libertarian,Scott Lanier Jameson,81
48421,House,13,Republican,Mac Thornberry,522
48421,House,13,Democratic,Roger J. Waun,66
48421,House,13,Libertarian,Jim Thompson,13
48421,Senate,None,Republican,Kay Bailey Hutchison,509
48421,Senate,None,Democratic,Barbara Ann Radnofsky,79
48421,Senate,None,Libertarian,Scott Lanier Jameson,11
48423,House,1,Republican,Louie Gohmert,31892
48423,House,1,Democratic,Roger L. Owen,10069
48423,House,1,Libertarian,Donald Perkison,681
48423,Senate,None,Republican,Kay Bailey Hutchison,31499
48423,Senate,None,Democratic,Barbara Ann Radnofsky,10359
48423,Senate,None,Libertarian,Scott Lanier Jameson,667
48425,House,17,Republican,Van Taylor,1019
48425,House,17,Democratic,Chet Edwards,1412
48425,House,17,Libertarian,Guillermo Acosta,52
48425,Senate,None,Republican,Kay Bailey Hutchison,1853
48425,Senate,None,Democratic,Barbara Ann Radnofsky,577
48425,Senate,None,Libertarian,Scott Lanier Jameson,57
48427,Senate,None,Republican,Kay Bailey Hutchison,1235
48427,Senate,None,Democratic,Barbara Ann Radnofsky,4717
48427,Senate,None,Libertarian,Scott Lanier Jameson,75
48427,House,28,Constitution,Ron Avery,102
48427,House,28,Democratic,Henry Cuellar,2471
48427,House,28,Democratic,Frank Enriquez,2363
48429,House,19,Republican,Randy Neugebauer,1379
48429,House,19,Democratic,Robert Ricketts,657
48429,House,19,Libertarian,Fred C. Jones,39
48429,House,19,Write-in/Scattering,Mike Sadler,2
48429,Senate,None,Republican,Kay Bailey Hutchison,1559
48429,Senate,None,Democratic,Barbara Ann Radnofsky,486
48429,Senate,None,Libertarian,Scott Lanier Jameson,35
48431,House,11,Republican,Mike Conaway,245
48431,Senate,None,Republican,Kay Bailey Hutchison,270
48431,Senate,None,Democratic,Barbara Ann Radnofsky,39
48431,Senate,None,Libertarian,Scott Lanier Jameson,1
48433,House,13,Republican,Mac Thornberry,245
48433,House,13,Democratic,Roger J. Waun,244
48433,House,13,Libertarian,Jim Thompson,26
48433,Senate,None,Republican,Kay Bailey Hutchison,298
48433,Senate,None,Democratic,Barbara Ann Radnofsky,225
48433,Senate,None,Libertarian,Scott Lanier Jameson,10
48435,House,11,Republican,Mike Conaway,382
48435,Senate,None,Republican,Kay Bailey Hutchison,791
48435,Senate,None,Democratic,Barbara Ann Radnofsky,281
48435,Senate,None,Libertarian,Scott Lanier Jameson,14
48435,House,23,Democratic,August G. 'Augie' Beltran,24
48435,House,23,Democratic,Rick Bolanos,6
48435,House,23,Republican,Henry Bonilla,374
48435,House,23,Democratic,Adrian DeLeon,14
48435,House,23,Democratic,Lukin Gilliland,23
48435,House,23,Democratic,Ciro D. Rodriguez,90
48435,House,23,Independent,Craig T. Stephens,16
48435,House,23,Democratic,Albert Uresti,50
48437,House,13,Republican,Mac Thornberry,992
48437,House,13,Democratic,Roger J. Waun,597
48437,House,13,Libertarian,Jim Thompson,40
48437,Senate,None,Republican,Kay Bailey Hutchison,955
48437,Senate,None,Democratic,Barbara Ann Radnofsky,634
48437,Senate,None,Libertarian,Scott Lanier Jameson,36
48439,House,6,Republican,Joe L. Barton,53745
48439,House,6,Democratic,David T. Harris,37880
48439,House,6,Libertarian,Carl Nulsen,2294
48439,House,12,Republican,Kay Granger,69386
48439,House,12,Democratic,John R.  Morris,36693
48439,House,12,Libertarian,Gardner Osborne,2092
48439,House,24,Republican,Kenny E Marchant,35094
48439,House,24,Democratic,Gary R. Page,18045
48439,House,24,Libertarian,Mark Frohman,1758
48439,House,26,Republican,Michael C. Burgess,31474
48439,House,26,Democratic,Tim Barnwell,30097
48439,House,26,Libertarian,Rich Haas,1504
48439,Senate,None,Republican,Kay Bailey Hutchison,203994
48439,Senate,None,Democratic,Barbara Ann Radnofsky,112324
48439,Senate,None,Libertarian,Scott Lanier Jameson,6442
48441,House,19,Republican,Randy Neugebauer,18762
48441,House,19,Democratic,Robert Ricketts,8519
48441,House,19,Libertarian,Fred C. Jones,667
48441,House,19,Write-in/Scattering,Mike Sadler,45
48441,Senate,None,Republican,Kay Bailey Hutchison,21917
48441,Senate,None,Democratic,Barbara Ann Radnofsky,5411
48441,Senate,None,Libertarian,Scott Lanier Jameson,531
48443,Senate,None,Republican,Kay Bailey Hutchison,283
48443,Senate,None,Democratic,Barbara Ann Radnofsky,191
48443,Senate,None,Libertarian,Scott Lanier Jameson,14
48443,House,23,Democratic,August G. 'Augie' Beltran,6
48443,House,23,Democratic,Rick Bolanos,6
48443,House,23,Republican,Henry Bonilla,289
48443,House,23,Democratic,Adrian DeLeon,3
48443,House,23,Democratic,Lukin Gilliland,63
48443,House,23,Democratic,Ciro D. Rodriguez,56
48443,House,23,Independent,Craig T. Stephens,10
48443,House,23,Democratic,Albert Uresti,78
48445,House,19,Republican,Randy Neugebauer,1583
48445,House,19,Democratic,Robert Ricketts ,859
48445,House,19,Libertarian,Fred C. Jones,42
48445,House,19,Write-in/Scattering,Mike Sadler,0
48445,Senate,None,Republican,Kay Bailey Hutchison,1770
48445,Senate,None,Democratic,Barbara Ann Radnofsky,675
48445,Senate,None,Libertarian,Scott Lanier Jameson,31
48447,House,13,Republican,Mac Thornberry,324
48447,House,13,Democratic,Roger J. Waun,133
48447,House,13,Libertarian,Jim Thompson,9
48447,Senate,None,Republican,Kay Bailey Hutchison,315
48447,Senate,None,Democratic,Barbara Ann Radnofsky,128
48447,Senate,None,Libertarian,Scott Lanier Jameson,9
48449,House,4,Republican,Ralph M. Hall,3378
48449,House,4,Democratic,Glenn Melancon,2239
48449,House,4,Libertarian,Kurt G. Helm,101
48449,Senate,None,Republican,Kay Bailey Hutchison,3489
48449,Senate,None,Democratic,Barbara Ann Radnofsky,2180
48449,Senate,None,Libertarian,Scott Lanier Jameson,106
48451,House,11,Republican,Mike Conaway,16342
48451,Senate,None,Republican,Kay Bailey Hutchison,15864
48451,Senate,None,Democratic,Barbara Ann Radnofsky,4887
48451,Senate,None,Libertarian,Scott Lanier Jameson,472
48453,House,10,Republican,Michael T. McCaul,28576
48453,House,10,Democratic,Ted Ankrum,41351
48453,House,10,Libertarian,Michael Badnarik,4425
48453,Senate,None,Republican,Kay Bailey Hutchison,95754
48453,Senate,None,Democratic,Barbara Ann Radnofsky,119087
48453,Senate,None,Libertarian,Scott Lanier Jameson,8909
48453,House,21,Independent,Tommy Calvert,803
48453,House,21,Democratic,John Courage,14638
48453,House,21,Democratic,Gene Kelly,7849
48453,House,21,Independent,James Lyle Peterson,406
48453,House,21,Independent,Mark J. Rossano,396
48453,House,21,Republican,Lamar Smith,22882
48453,House,21,Libertarian,James Arthur Strohm,1828
48453,House,25,Libertarian,Barbara Cunningham,4113
48453,House,25,Democratic,Lloyd Doggett,70630
48453,House,25,Independent,Brian Parrett,1831
48453,House,25,Republican,Grant Rostig,18860
48455,House,6,Republican,Joe L. Barton,858
48455,House,6,Democratic,David T. Harris,657
48455,House,6,Libertarian,Carl Nulsen,27
48455,House,8,Republican,Kevin  Brady,1229
48455,House,8,Democratic,James 'Jim' Wright,1292
48455,Senate,None,Republican,Kay Bailey Hutchison,2496
48455,Senate,None,Democratic,Barbara Ann Radnofsky,1635
48455,Senate,None,Libertarian,Scott Lanier Jameson,86
48457,House,8,Republican,Kevin  Brady,2811
48457,House,8,Democratic,James 'Jim' Wright,2273
48457,Senate,None,Republican,Kay Bailey Hutchison,3159
48457,Senate,None,Democratic,Barbara Ann Radnofsky,1892
48457,Senate,None,Libertarian,Scott Lanier Jameson,124
48459,House,1,Republican,Louie Gohmert,6451
48459,House,1,Democratic,Roger L. Owen,2796
48459,House,1,Libertarian,Donald Perkison,161
48459,Senate,None,Republican,Kay Bailey Hutchison,6490
48459,Senate,None,Democratic,Barbara Ann Radnofsky,2746
48459,Senate,None,Libertarian,Scott Lanier Jameson,178
48461,House,11,Republican,Mike Conaway,475
48461,Senate,None,Republican,Kay Bailey Hutchison,491
48461,Senate,None,Democratic,Barbara Ann Radnofsky,107
48461,Senate,None,Libertarian,Scott Lanier Jameson,8
48463,Senate,None,Republican,Kay Bailey Hutchison,3387
48463,Senate,None,Democratic,Barbara Ann Radnofsky,1780
48463,Senate,None,Libertarian,Scott Lanier Jameson,105
48463,House,23,Democratic,August G. 'Augie' Beltran,60
48463,House,23,Democratic,Rick Bolanos,32
48463,House,23,Republican,Henry Bonilla,2861
48463,House,23,Democratic,Adrian DeLeon,31
48463,House,23,Democratic,Lukin Gilliland,1050
48463,House,23,Democratic,Ciro D. Rodriguez,564
48463,House,23,Independent,Craig T. Stephens,96
48463,House,23,Democratic,Albert Uresti,489
48465,Senate,None,Republican,Kay Bailey Hutchison,3718
48465,Senate,None,Democratic,Barbara Ann Radnofsky,3161
48465,Senate,None,Libertarian,Scott Lanier Jameson,137
48465,House,23,Democratic,August G. 'Augie' Beltran,49
48465,House,23,Democratic,Rick Bolanos,123
48465,House,23,Republican,Henry Bonilla,3102
48465,House,23,Democratic,Adrian DeLeon,65
48465,House,23,Democratic,Lukin Gilliland,1499
48465,House,23,Democratic,Ciro D. Rodriguez,1240
48465,House,23,Independent,Craig T. Stephens,120
48465,House,23,Democratic,Albert Uresti,504
48467,House,5,Republican,Jeb Hensarling,7865
48467,House,5,Democratic,Charlie Thompson,3762
48467,House,5,Libertarian,Mike Nelson,350
48467,Senate,None,Republican,Kay Bailey Hutchison,8868
48467,Senate,None,Democratic,Barbara Ann Radnofsky,3189
48467,Senate,None,Libertarian,Scott Lanier Jameson,246
48469,House,14,Republican,Ron Paul,10769
48469,House,14,Democratic,Shane Sklar,7811
48469,Senate,None,Republican,Kay Bailey Hutchison,12829
48469,Senate,None,Democratic,Barbara Ann Radnofsky,5286
48469,Senate,None,Libertarian,Scott Lanier Jameson,320
48471,House,8,Republican,Kevin  Brady,6938
48471,House,8,Democratic,James 'Jim' Wright,3885
48471,Senate,None,Republican,Kay Bailey Hutchison,7356
48471,Senate,None,Democratic,Barbara Ann Radnofsky,3337
48471,Senate,None,Libertarian,Scott Lanier Jameson,290
48473,House,10,Republican,Michael T. McCaul,4555
48473,House,10,Democratic,Ted Ankrum,2941
48473,House,10,Libertarian,Michael Badnarik,233
48473,Senate,None,Republican,Kay Bailey Hutchison,5119
48473,Senate,None,,Barbara Ann Radnofsky,2609
48473,Senate,None,Libertarian,Scott Lanier Jameson,172
48475,House,11,Republican,Mike Conaway,1477
48475,Senate,None,Republican,Kay Bailey Hutchison,1411
48475,Senate,None,Democratic,Barbara Ann Radnofsky,539
48475,Senate,None,,Scott Lanier Jameson,58
48477,House,10,Republican,Michael T. McCaul,6319
48477,House,10,Democratic,Ted Ankrum,2494
48477,House,10,Libertarian,Michael Badnarik,389
48477,Senate,None,Republican,Kay Bailey Hutchison,6928
48477,Senate,None,Democratic,Barbara Ann Radnofsky,2150
48477,Senate,None,Libertarian,Scott Lanier Jameson,259
48479,Senate,None,Republican,Kay Bailey Hutchison,7117
48479,Senate,None,Democratic,Barbara Ann Radnofsky,10522
48479,Senate,None,Libertarian,Scott Lanier Jameson,255
48479,House,28,Constitution,Ron Avery,177
48479,House,28,Democratic,Henry Cuellar,15426
48479,House,28,Democratic,Frank Enriquez,2412
48481,House,14,Republican,Ron Paul,4500
48481,House,14,Democratic,Shane Sklar,4164
48481,Senate,None,Republican,Kay Bailey Hutchison,5710
48481,Senate,None,Democratic,Barbara Ann Radnofsky,2794
48481,Senate,None,Libertarian,Scott Lanier Jameson,142
48483,House,13,Republican,Mac Thornberry,1058
48483,House,13,Democratic,Roger J. Waun,222
48483,House,13,Libertarian,Jim Thompson,18
48483,Senate,None,Republican,Kay Bailey Hutchison,996
48483,Senate,None,Democratic,Barbara Ann Radnofsky,235
48483,Senate,None,Libertarian,Scott Lanier Jameson,33
48485,House,13,Republican,Mac Thornberry,19001
48485,House,13,Democratic,Roger J. Waun,7454
48485,House,13,Libertarian,Jim Thompson,583
48485,Senate,None,Republican,Kay Bailey Hutchison,18884
48485,Senate,None,Democratic,Barbara Ann Radnofsky,7465
48485,Senate,None,Libertarian,Scott Lanier Jameson,545
48487,House,13,Republican,Mac Thornberry,2415
48487,House,13,Democratic,Roger J. Waun,869
48487,House,13,Libertarian,Jim Thompson,78
48487,Senate,None,Republican,Kay Bailey Hutchison,2392
48487,Senate,None,Democratic,Barbara Ann Radnofsky,863
48487,Senate,None,Libertarian,Scott Lanier Jameson,65
48489,House,27,Republican,Wm. 'Willie'  Vaden,503
48489,House,27,Democratic,Solomon P. Ortiz,1381
48489,House,27,Libertarian,Robert Powell,70
48489,Senate,None,Republican,Kay Bailey Hutchison,932
48489,Senate,None,Democratic,Barbara Ann Radnofsky,976
48489,Senate,None,Libertarian,Scott Lanier Jameson,38
48491,House,31,Republican,John R. Carter,48345
48491,House,31,Democratic,Mary Beth Harrell,31376
48491,House,31,Libertarian,Matt McAdoo,2847
48491,Senate,None,Republican,Kay Bailey Hutchison,53215
48491,Senate,None,Democratic,Barbara Ann Radnofsky,27289
48491,Senate,None,Libertarian,Scott Lanier Jameson,2933
48493,Senate,None,Republican,Kay Bailey Hutchison,7190
48493,Senate,None,Democratic,Barbara Ann Radnofsky,3275
48493,Senate,None,Libertarian,Scott Lanier Jameson,244
48493,House,28,Constitution,Ron Avery,1594
48493,House,28,Democratic,Henry Cuellar,6325
48493,House,28,Democratic,Frank Enriquez,1013
48495,House,11,Republican,Mike Conaway,1148
48495,Senate,None,Republican,Kay Bailey Hutchison,1075
48495,Senate,None,Democratic,Barbara Ann Radnofsky,353
48495,Senate,None,Libertarian,Scott Lanier Jameson,34
48497,House,12,Republican,Kay Granger,8823
48497,House,12,Democratic,John R.  Morris,3128
48497,House,12,Democratic,Gardner Osborne,251
48497,Senate,None,Republican,Kay Bailey Hutchison,8908
48497,Senate,None,Democratic,Barbara Ann Radnofsky,2995
48497,Senate,None,Libertarian,Scott Lanier Jameson,258
48499,House,5,Republican,Jeb Hensarling,7462
48499,House,5,Democratic,Charlie Thompson,3194
48499,House,5,Libertarian,Mike Nelson,287
48499,Senate,None,Republican,Kay Bailey Hutchison,8256
48499,Senate,None,Democratic,Barbara Ann Radnofsky,2739
48499,Senate,None,Libertarian,Scott Lanier Jameson,210
48501,House,19,Republican,Randy Neugebauer,1171
48501,House,19,Democratic,Robert Ricketts,353
48501,House,19,Libertarian,Fred C. Jones,36
48501,House,19,Write-in/Scattering,Mike Sadler,1
48501,Senate,None,Republican,Kay Bailey Hutchison,1257
48501,Senate,None,Democratic,Barbara Ann Radnofsky,282
48501,Senate,None,Libertarian,Scott Lanier Jameson,24
48503,Senate,None,Republican,Kay Bailey Hutchison,3496
48503,Senate,None,Democratic,Barbara Ann Radnofsky,1026
48503,Senate,None,Libertarian,Scott Lanier Jameson,74
48503,House,19,Republican,Randy Neugebauer,3244
48503,House,19,Democratic,Robert Ricketts,1257
48503,House,19,Libertarian,Fred C. Jones,79
48503,House,19,Write-in/Scattering,Mike Sadler,15
48505,Senate,None,Republican,Kay Bailey Hutchison,409
48505,Senate,None,Democratic,Barbara Ann Radnofsky,703
48505,Senate,None,Libertarian,Scott Lanier Jameson,24
48505,House,28,Constitution,Ron Avery,32
48505,House,28,Democratic,Henry Cuellar,1010
48505,House,28,Democratic,Frank Enriquez,127
48507,Senate,None,Republican,Kay Bailey Hutchison,445
48507,Senate,None,Democratic,Barbara Ann Radnofsky,1173
48507,Senate,None,Libertarian,Scott Lanier Jameson,22
48507,House,23,Democratic,August G. 'Augie' Beltran,14
48507,House,23,Democratic,Rick Bolanos,24
48507,House,23,Republican,Henry Bonilla,438
48507,House,23,Democratic,Adrian DeLeon,100
48507,House,23,Democratic,Lukin Gilliland,153
48507,House,23,Democratic,Ciro D. Rodriguez,448
48507,House,23,Independent,Craig T. Stephens,9
48507,House,23,Democratic,Albert Uresti,123
49001,Senate,None,Democratic,Pete Ashdown,435
49001,Senate,None,Constitution,Scott Bradley,81
49001,Senate,None,Desert Greens,Julian Hatch,6
49001,Senate,None,Republican,Orrin G. Hatch,1688
49001,Senate,None,Personal Choice,Roger I Price,66
49001,Senate,None,Libertarian,Dave Seely,17
49001,House,3,Democratic,Christian Burridge,533
49001,House,3,Republican,Chris Cannon,1600
49001,House,3,Libertarian,Philip Lear,33
49001,House,3,Constitution,Jim Noorlander,100
49003,Senate,None,Democratic,Pete Ashdown,2374
49003,Senate,None,Constitution,Scott Bradley,620
49003,Senate,None,Desert Greens,Julian Hatch,56
49003,Senate,None,Republican,Orrin G. Hatch,9422
49003,Senate,None,Personal Choice,Roger I Price,222
49003,Senate,None,Libertarian,Dave Seely,67
49003,House,1,Libertarian,Lynn Badler,95
49003,House,1,Republican,Rob Bishop,10045
49003,House,1,Constitution,Mark Hudson,414
49003,House,1,Democratic,Steven Olsen,2179
49005,Senate,None,Democratic,Pete Ashdown,4412
49005,Senate,None,Constitution,Scott Bradley,1692
49005,Senate,None,Desert Greens,Julian Hatch,126
49005,Senate,None,Republican,Orrin G. Hatch,14611
49005,Senate,None,Personal Choice,Roger I Price,227
49005,Senate,None,Libertarian,Dave Seely,127
49005,House,1,Libertarian,Lynn Badler,238
49005,House,1,Republican,Rob Bishop,14378
49005,House,1,Constitution,Mark Hudson,1118
49005,House,1,Democratic,Steven Olsen,5364
49007,Senate,None,Democratic,Pete Ashdown,2255
49007,Senate,None,Constitution,Scott Bradley,73
49007,Senate,None,Desert Greens,Julian Hatch,27
49007,Senate,None,Republican,Orrin G. Hatch,2408
49007,Senate,None,Personal Choice,Roger I Price,83
49007,Senate,None,Libertarian,Dave Seely,29
49007,House,2,Green,Bob Brister,42
49007,House,2,Republican,Laver Christensen,1109
49007,House,2,Libertarian,Austin Sherwood Lett,35
49007,House,2,Democratic,Jim Matheson,3658
49007,House,2,Constitution,W. David Perry,40
49009,Senate,None,Democratic,Pete Ashdown,127
49009,Senate,None,Constitution,Scott Bradley,16
49009,Senate,None,Desert Greens,Julian Hatch,4
49009,Senate,None,Republican,Orrin G. Hatch,402
49009,Senate,None,Personal Choice,Roger I Price,8
49009,Senate,None,Libertarian,Dave Seely,1
49009,House,2,Green,Bob Brister,2
49009,House,2,Republican,Lavar Christensen,185
49009,House,2,Libertarian,Austin Sherwood Lett,414
49009,House,2,Democratic,Jim Matheson,366
49009,House,2,Constitution,W. David Perry,11
49011,Senate,None,Democratic,Pete Ashdown,14632
49011,Senate,None,Constitution,Scott Bradley,2268
49011,Senate,None,Desert Greens,Julian Hatch,186
