id,state,county,place,q022004a,q022004a_nnn,q022004i,q022004i_nnn,q022004total,q022006a,q022006a_nnn,q022006i,q022006i_nnn,q022006total,q02comment,q03_nnn,q03comment,q03total,q04_nnn,q04comment,q04total,q05_nnn,q05comment,q05total,q06_nnn,q06comment,q06total,q07a,q07a_nnn,q07b,q07b_nnn,q07c,q07c_nnn,q07comment,q07d,q07d_nnn,q07e,q07e_nnn,q07total,q08a,q08a_nnn,q08b,q08b_nnn,q08c,q08c_nnn,q08comment,q08total,q09_nnn,q09comment,q09total,q25_nnn,q25comment,q25total,q26_nnn,q26comment,q26total,q27_nnn,q27comment,q27total,q28_nnn,q28comment,q28total,q29a,q29a_nnn,q29b,q29b_nnn,q29c,q29c_nnn,q29comment,q29d,q29d_nnn,q29e,q29e_nnn,q29f,q29f_nnn,q29fother,q29total
40101,Oklahoma,Muskogee County,,36233,,6669,,42902,35504,,6402,,41906,,,,None,,,7625,,,868,,,2308,3526,,874,,16,,,0,,33,,4449,101,,None,,None,,,101,,,4137,,,5204,,,5565,,,781,,,4628,644,,513,,142,,,None,,17,,342,,,1658
40103,Oklahoma,Noble County,,6452,,823,,7275,6069,,793,,6862,,,,None,,,889,,,253,,,348,120,,3,,1,,,None,,164,,288,5,,None,,None,,,5,,,486,,,863,,,772,,,126,,,599,201,,140,,13,,,None,,10,,56,,,420
40105,Oklahoma,Nowata County,,5619,,875,,6494,5275,,949,,6224,,,,None,,,575,,,163,,,228,85,,2,,1,,,0,,96,,184,1,,None,,None,,,1,,,386,,,622,,,737,,,105,,,614,116,,93,,10,,,None,,0,,43,,,262
40107,Oklahoma,Okfuskee County,,5735,,922,,6657,5540,,964,,6504,,,,None,,,1014,,,310,,,331,138,,86,,67,,,0,,82,,373,5,,None,,None,,,5,,,598,,,706,,,803,,,128,,,656,146,,141,,13,,,None,,0,,59,,,359
40109,Oklahoma,Oklahoma County,,342083,,63761,,405844,327232,,62448,,389680,,,,None,,,72682,,,17938,,,3919,33087,,857,,0,,,0,,16881,,50825,12,,None,,None,,,12,,,34121,,,49402,,,60626,,,11840,,,47458,11715,,4896,,1561,,,None,,109,,2139,,,20420
40111,Oklahoma,Okmulgee County,,20307,,3161,,23468,19231,,3306,,22537,,,,None,,,3136,,,591,,,1417,402,,0,,1,,,0,,725,,1128,7,,None,,None,,,7,,,1935,,,2697,,,2889,,,447,,,2410,600,,394,,61,,,None,,3,,180,,,1238
40113,Oklahoma,Osage County,,23762,,3263,,27025,22913,,3227,,26140,,,,None,,,3749,,,1507,,,1377,619,,28,,9,,,0,,209,,865,55,,None,,None,,,55,,,2133,,,2896,,,3505,,,820,,,2567,745,,407,,53,,,None,,4,,241,,,1450
40115,Oklahoma,Ottawa County,,16681,,3713,,20394,15143,,3462,,18605,,,,None,,,1842,,,378,,,569,429,,115,,4,,,0,,347,,895,10,,None,,None,,,10,,,1064,,,2763,,,2826,,,440,,,2341,346,,272,,71,,,None,,3,,111,,,803
40117,Oklahoma,Pawnee County,,8871,,1415,,10286,8185,,1449,,9634,,,,None,,,1199,,,450,,,582,77,,66,,0,,,0,,24,,167,4,,None,,None,,,4,,,603,,,1131,,,1249,,,207,,,1029,263,,155,,26,,,None,,1,,85,,,530
40119,Oklahoma,Payne County,,38021,,7472,,45493,34558,,7788,,42346,,,,None,,,6112,,,1803,,,1778,2084,,41,,8,,,0,,398,,2531,15,,None,,None,,,15,,,3537,,,6578,,,6840,,,837,,,5966,1500,,361,,46,,,None,,5,,491,,,2403
40121,Oklahoma,Pittsburg County,,24810,,4740,,29550,23342,,4488,,27830,,,,None,,,3661,,,1068,,,1035,1235,,240,,2,,,None,,81,,1558,8,,None,,None,,,8,,,1981,,,3530,,,3660,,,473,,,3042,489,,436,,68,,,0,,8,,239,,,1240
40123,Oklahoma,Pontotoc County,,18974,,3644,,22618,18951,,3482,,22433,,,,None,,,5453,,,939,,,684,2404,,276,,17,,,0,,1133,,3830,3,,None,,None,,,3,,,2784,,,2970,,,2919,,,359,,,2472,489,,296,,81,,,None,,1,,268,,,1135
40125,Oklahoma,Pottawatomie County,,34059,,6390,,40449,32824,,5873,,38697,,,,None,,,6617,,,1429,,,928,2429,,118,,0,,,0,,1713,,4260,20,,None,,None,,,20,,,3729,,,5447,,,4988,,,757,,,4104,1077,,502,,107,,,None,,3,,345,,,2034
40127,Oklahoma,Pushmataha County,,6648,,1122,,7770,6224,,1100,,7324,,,,None,,,1031,,,323,,,421,112,,98,,7,,,0,,70,,287,7,,None,,None,,,7,,,547,,,997,,,989,,,134,,,823,129,,135,,22,,,None,,1,,59,,,346
40129,Oklahoma,Roger Mills County,,2191,,283,,2474,2159,,226,,2385,,,,None,,,401,,,131,,,189,71,,0,,3,,,0,,7,,81,4,,None,,None,,,4,,,224,,,310,,,266,,,32,,,222,53,,57,,8,,,None,,0,,8,,,126
40131,Oklahoma,Rogers County,,43053,,5816,,48869,42768,,6010,,48778,,,,None,,,7876,,,2112,,,1513,2901,,176,,3,,,0,,1171,,4251,6,,None,,None,,,6,,,4835,,,4857,,,6502,,,1575,,,4792,1376,,508,,121,,,None,,9,,323,,,2337
40133,Oklahoma,Seminole County,,12125,,1692,,13817,11137,,2062,,13199,,,,None,,,1571,,,396,,,508,426,,35,,None,,,None,,206,,667,8,,None,,None,,,8,,,930,,,1492,,,2044,,,284,,,1755,316,,216,Don't know,37,,,None,,3,,103,,,675
40135,Oklahoma,Sequoyah County,,19217,,2777,,21994,18223,,3186,,21409,,,,None,,,2563,,,921,,,842,300,,210,,0,,,0,,290,,800,12,,None,,None,,,12,,,1562,,,2165,,,3144,,,419,,,2693,252,,306,,44,,,None,,2,,86,,,690
40137,Oklahoma,Stephens County,,23407,,3106,,26513,23124,,2973,,26097,,,,None,,,4538,,,828,,,918,1606,,395,,0,,,0,,791,,2792,2,,None,,None,,,2,,,2488,,,2919,,,2967,,,511,,,2307,513,,449,,110,,,None,,16,,115,,,1203
40139,Oklahoma,Texas County,,8404,,1762,,10166,8036,,1538,,9574,,,,None,,,1574,,,210,,,287,930,,31,,0,,,0,,116,,1077,13,,None,,None,,,13,,,883,,,1397,,,1243,,,157,,,1075,224,,97,,30,,,None,,18,,46,,,415
40141,Oklahoma,Tillman County,,4800,,1007,,5807,4478,,894,,5372,,,,None,,,766,,,113,,,400,78,,126,,3,,,0,,46,,253,27,,None,,None,,,27,,,760,,,901,,,767,,,87,,,662,101,,117,,16,,,None,,3,,34,,,271
40143,Oklahoma,Tulsa County,,308864,,45393,,354257,291451,,49340,,340791,,,,None,,,48498,,,15285,,,10578,13239,,2193,,51,,,0,,7152,,22635,1,,None,,None,,,1,,,22999,,,36932,,,46306,,,6753,,,37596,7054,,4197,,1029,,,None,,121,,1604,,,14005
40145,Oklahoma,Wagoner County,,33373,,4820,,38193,32498,,5000,,37498,,,,None,,,6022,,,2758,,,1517,1067,,36,,1,,,0,,643,,1747,3,,None,,None,,,3,,,3412,,,3879,,,4980,,,868,,,3691,1230,,433,,65,,,None,,2,,312,,,2042
40147,Oklahoma,Washington County,,28914,,5080,,33994,26737,,5019,,31756,,,,None,,,4576,,,1652,,,1205,1123,,46,,24,,,None,,526,,1719,611,,None,,None,,,611,,,2223,,,4506,,,4502,,,700,,,3642,954,,449,,66,,,None,,70,,226,,,1765
40149,Oklahoma,Washita County,,6277,,1019,,7296,6077,,892,,6969,,,,None,,,1143,,,322,,,218,299,,9,,0,,,0,,295,,603,2,,None,,None,,,2,,,668,,,926,,,870,,,207,,,648,272,,153,,19,,,None,,1,,50,,,495
40151,Oklahoma,Woods County,,5158,,720,,5878,4807,,726,,5533,,,,None,,,1044,,,213,,,648,119,,0,,1,,,0,,63,,183,3,,None,,None,,,3,,,375,,,679,,,717,,,151,,,544,177,,70,,5,,,None,,82,,25,,,359
40153,Oklahoma,Woodward County,,9843,,1588,,11431,9579,,1596,,11175,,,,None,,,1822,,,444,,,289,769,,137,,0,,,0,,183,,1089,12,,None,,None,,,12,,,1155,,,1366,,,1537,,,239,,,1233,240,,180,,21,,,None,,10,,80,,,531
41000,Oregon,,,None,,None,,0,None,,None,,0,,,,None,,,None,,,None,,,None,None,,None,,None,,,None,,None,,0,None,,None,,None,,,0,,,None,,,None,,,None,,,None,,,None,None,,None,,None,,,None,,None,,None,,,0
41001,Oregon,Baker County,,10566,,2063,,12629,10287,,2207,,12494,,,,0,,,3239,,,613,,,2626,1685,,541,,12,,"This data represents 11/05 to 11/7/06. Data will provided in a seperate spreadsheet for 11/2/04 to 11/05.

The Department of Defense has established procedures independent of those we have developed for all other agencies in the state. Therefore, we do not have the statistics for the Armed Forces. You may wish to contact the Federal Voting Assistance Program in Washington DC at 1-800-438-8683 for these statistics.",None,Check if your office does not collect this data,42,,2280,1105,,655,,None,Check if your office does not collect this data,The data from 11/2/04 to 11/05 is an estimate only. ,1760,,The data from 11/2/04 to 11/05 is an estimate only. ,1143,,,707,,,889,,,82,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,,,0
41003,Oregon,Benton County,,51784,,8730,,60514,47117,,11383,,58500,,,,0,,,15537,,,4906,,,10631,5697,,397,,62,,"This data represents 11/05 to 11/7/06. Data will be provided in a separate spreadsheet for 11/3/04 to 11/05.

The Department of Defense has established procedures independent of those we have developed for all other agencies in the state. Therefore, we do not have the statistics for the Armed Forces. You may wish to contact the Federal Voting Assistance Program in Washington DC at 1-800-438-8683 for these statistics.",None,Check if your office does not collect this data,2680,,8836,438,,9136,,None,Check if your office does not collect this data,The data from 11/2/04 to 11/05 is an estimate only.,9574,,The data from 11/2/04 to 11/05 is an estimate only. ,5997,,,7740,,,11882,,,1267,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,0
41005,Oregon,Clackamas County,,229503,,77397,,306900,212119,,46696,,258815,,,,0,,,29860,,,16808,,,13052,22471,,2132,,239,,"This data represents 11/05 to 11/7/06. Data will be provided in a separate spreadsheet for 11/2/04 to 11/05.

The Department of Defense has established procedures independent of those we have developed for all other agencies in the state. Therefore, we do not have the statistics for the Armed Forces. You may wish to contact the Federal Voting Assistance Program in Washington DC at 1-800-438-8683 for these statistics.",None,,890,,25732,2431,,None,Check if your office does not collect this data,None,,The data from 11/2/04 to 11/05 is an estimate only.,2431,,,13970,,,7163,,,14585,,,1207,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,0
41007,Oregon,Clatsop County,,22515,,3364,,25879,21445,,2725,,24170,,,,0,,,5867,,,1685,,,4182,4179,,822,,4,,"This data represents 11/05 to 11/7/06. Data will be provided in a separate spreadsheet for 11/2/04 to 11/05.

The Department of Defense has established procedures independent of those we have developed for all other agencies in the state. Therefore, we do not have the statistics for the Armed Forces. You may wish to contact the Federal Voting Assistance Program in Washington DC at 1-800-438-8683 for these statistics.",None,Check if your office does not collect this data,83,,5088,143,,2374,,None,Check if your office does not collect this data,The data from 11/2/04 to 11/05 is an estimate only.,2517,,The data from 11/2/04 to 11/05 is an estimate only.,1831,,,3277,,,2680,,,913,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,0
41009,Oregon,Columbia County,,28504,,4854,,33358,26922,,3117,,30039,,,,0,,,6638,,,3523,,,3115,1893,,280,,7,,"This data represents 11/05 to 11/7/06. Data will be provided in a separate spreadsheet for 11/2/04 to 11/05.

The Department of Defense has established procedures independent of those we have developed for all other agencies in the state. Therefore, we do not have the statistics for the Armed Forces. You may wish to contact the Federal Voting Assistance Program in Washington DC at 1-800-438-8683 for these statistics.",None,Check if your office does not collect this data,258,,2438,1450,,3154,,None,Check if your office does not collect this data,The data from 11/2/04 to 11/05 is an estimate only.,4604,,The data from 11/2/04 to 11/05 is an estimate only.,2165,,,3898,,,5628,,,2231,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,0
41011,Oregon,Coos County,,39567,,6076,,45643,36034,,6736,,42770,,,,0,,,7529,,,3007,,,4522,2420,,922,,4,,"This data represents 11/05 to 11/7/06. Data will be provided in a separate spreadsheet for 11/2/04 to 11/05.

The Department of Defense has established procedures independent of those we have developed for all other agencies in the state. Therefore, we do not have the statistics for the Armed Forces. You may wish to contact the Federal Voting Assistance Program in Washington DC at 1-800-438-8683 for these statistics.",None,Check if your office does not collect this data,181,,3527,510,,3624,,None,Check if your office does not collect this data,The data from 11/2/04 to 11/05 is an estimate only.,4134,,,3276,,,7699,,,5915,,,711,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,0
41013,Oregon,Crook County,,11665,,1975,,13640,11311,,2361,,13672,,,,0,,,2022,,,597,,,1425,1834,,294,,10,,"This data represents 11/05 to 11/7/06. Data will be provided in a separate spreadsheet for 11/2/04 to 11/05.

The Department of Defense has established procedures independent of those we have developed for all other agencies in the state. Therefore, we do not have the statistics for the Armed Forces. You may wish to contact the Federal Voting Assistance Program in Washington DC at 1-800-438-8683 for these statistics.",None,Check if your office does not collect this data,128,,2266,54,,1160,,None,Check if your office does not collect this data,The data from 11/2/04 to 11/05 is an estimate only.,1214,,The data from 11/2/04 to 11/05 is an estimate only.,1055,,,1262,,,1514,,,136,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,0
41015,Oregon,Curry County,,14467,,3738,,18205,13457,,3325,,16782,,,,0,,,3364,,,1227,,,2137,1722,,62,,2,,"This data represents 11/05 to 11/7/06. Data will be provided in a separate spreadsheet for 11/2/04 to 11/05.

The Department of Defense has established procedures independent of those we have developed for all other agencies in the state. Therefore, we do not have the statistics for the Armed Forces. You may wish to contact the Federal Voting Assistance Program in Washington DC at 1-800-438-8683 for these statistics.",None,Check if your office does not collect this data,134,,1920,212,,1073,,None,Check if your office does not collect this data,The data from 11/2/04 to 11/05 is an estimate only.,1285,,The data from 11/2/04 to 11/05 is an estimate only.,1315,,,1202,,,2085,,,107,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,0
41017,Oregon,Deschutes County,,86134,,17341,,103475,82546,,20288,,102834,,,,0,,,26078,,,8011,,,18067,14677,,128,,6,,"This data represents 11/05 to 11/7/06. Data will be provided in a separate spreadsheet for 11/2/04 to 11/05.

The Department of Defense has established procedures independent of those we have developed for all other agencies in the state. Therefore, we do not have the statistics for the Armed Forces. You may wish to contact the Federal Voting Assistance Program in Washington DC at 1-800-438-8683 for these statistics.",None,Check if your office does not collect this data,1185,,15996,541,,16686,,None,Check if your office does not collect this data,The data from 11/2/04 to 11/05 is an estimate only.,17227,,The data from 11/2/04 to 11/05 is an estimate only.,11361,,,10666,,,13346,,,1891,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,0
41019,Oregon,Douglas County,,67553,,10409,,77962,63250,,13544,,76794,,,,0,,,12408,,,3490,,,8918,8885,,503,,124,,"This data represents 11/05 to 11/7/06. Data will be provided in a separate spreadsheet for 11/2/04 to 11/05.

The Department of Defense has established procedures independent of those we have developed for all other agencies in the state. Therefore, we do not have the statistics for the Armed Forces. You may wish to contact the Federal Voting Assistance Program in Washington DC at 1-800-438-8683 for these statistics.
",None,Check if your office does not collect this data,86,,9598,1025,,7200,,None,Check if your office does not collect this data,The data from 11/2/04 to 11/05 is an estimate only.,8225,,The data from 11/2/04 to 11/05 is an estimate only.,5807,,,9001,,,7482,,,666,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,0
41021,Oregon,Gilliam County,,1295,,30,,1325,1257,,83,,1340,,,,0,,,353,,,155,,,198,90,,2,,0,,"This data represents 11/05 to 11/7/06. Data will be provided in a separate spreadsheet for 11/2/04 to 11/05.

The Department of Defense has established procedures independent of those we have developed for all other agencies in the state. Therefore, we do not have the statistics for the Armed Forces. You may wish to contact the Federal Voting Assistance Program in Washington DC at 1-800-438-8683 for these statistics.
",None,Check if your office does not collect this data,0,,92,1,,67,,None,Check if your office does not collect this data,The data from 11/2/04 to 11/05 is an estimate only.,68,,The data from 11/2/04 to 11/05 is an estimate only.,13,,,125,,,75,,,18,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,0
41023,Oregon,Grant County,,4770,,815,,5585,4460,,1166,,5626,,,,0,,,1204,,,240,,,964,586,,133,,6,,,None,Check if your office does not collect this data,9,,734,740,,809,,None,Check if your office does not collect this data,,1549,,,481,,,263,,,739,,,21,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,0
41025,Oregon,Harney County,,4167,,886,,5053,3980,,1040,,5020,,,,0,,,778,,,124,,,654,212,,197,,12,,"This data represents 11/05 to 11/7/06. Data will be provided in a separate spreadsheet for 11/2/04 to 11/05.

The Department of Defense has established procedures independent of those we have developed for all other agencies in the state. Therefore, we do not have the statistics for the Armed Forces. You may wish to contact the Federal Voting Assistance Program in Washington DC at 1-800-438-8683 for these statistics.
",None,Check if your office does not collect this data,18,,439,3,,421,,None,Check if your office does not collect this data,The data from 11/2/04 to 11/05 is an estimate only.,424,,The data from 11/2/04 to 11/05 is an estimate only.,272,,,272,,,379,,,40,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,0
41027,Oregon,Hood River County,,11585,,2748,,14333,10773,,2449,,13222,,,,0,,,2668,,,1076,,,1592,1242,,25,,2,,"This data represents 11/05 to 11/7/06. Data will be provided in a separate spreadsheet for 11/2/04 to 11/05.

The Department of Defense has established procedures independent of those we have developed for all other agencies in the state. Therefore, we do not have the statistics for the Armed Forces. You may wish to contact the Federal Voting Assistance Program in Washington DC at 1-800-438-8683 for these statistics.
",None,Check if your office does not collect this data,206,,1475,84,,1246,,None,Check if your office does not collect this data,The data from 11/2/04 to 11/05 is an estimate only.,1330,,The data from 11/2/04 to 11/05 is an estimate only.,873,,,2083,,,1785,,,646,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,0
