,County,State,Active Voters,Ballots Cast,Polling Places,Poll Workers,Hours Open,Time to Vote
3657,Marlboro,SC,20206,7919,18.0,101.0,12,64.78075819060439
3658,Newberry,SC,25500,13176,33.0,114.0,12,106.22117647054658
3659,Oconee,SC,55810,27860,32.0,152.0,12,62.7500447948284
3660,Orangeburg,SC,63524,31049,57.0,210.0,12,135.67155720670365
3661,Pickens,SC,76839,39014,77.0,289.0,12,208.5159879748294
3662,Richland,SC,288826,142805,171.0,1081.0,12,460.8058831268493
3663,Saluda,SC,12548,6966,21.0,71.0,12,85.55307618737204
3664,Spartanburg,SC,202987,95742,112.0,463.0,12,183.93453767974384
3665,Sumter,SC,75135,34817,61.0,322.0,12,188.22439608701828
3666,Union,SC,18531,9045,26.0,99.0,12,100.00971345307862
3667,Williamsburg,SC,23816,11773,30.0,160.0,12,145.11252939194443
3668,York,SC,193566,96235,91.0,678.0,12,229.49567589348183
3669,Aurora,SD,1608,1284,5.0,15.0,12,33.58208955202996
3670,Beadle,SD,9832,6178,11.0,44.0,12,35.44344995928047
3671,Bennett,SD,1844,1129,5.0,12.0,12,23.42733188707469
3672,Bon Homme,SD,3955,2771,6.0,15.0,12,16.38432364091938
3673,Brookings,SD,18384,11893,12.0,52.0,12,24.438642297636836
3674,Brown,SD,23150,14543,13.0,47.0,12,19.003023758091143
3675,Brule,SD,3238,2152,6.0,21.0,12,28.01729462622601
3677,Butte,SD,6207,3826,5.0,50.0,12,28.999516674675366
3678,Campbell,SD,1112,738,5.0,15.0,12,48.56115107869999
3679,Charles Mix,SD,5683,3590,10.0,50.0,12,63.346823860525525
3680,Clark,SD,2485,1656,10.0,41.0,12,118.79275653875737
3681,Clay,SD,7653,4640,5.0,41.0,12,19.28655429240914
3682,Codington,SD,16689,10774,10.0,103.0,12,44.43645515007224
3683,Corson,SD,2328,1126,11.0,36.0,12,122.47422680359762
3684,Custer,SD,6529,4465,11.0,30.0,12,36.39148414759321
3685,Davison,SD,11265,7344,5.0,61.0,12,19.49400798933023
3686,Day,SD,3982,2794,10.0,42.0,12,75.94173782000014
3687,Deuel,SD,2863,2012,11.0,30.0,12,82.98987076464202
3688,Dewey,SD,3391,1851,12.0,44.0,12,112.1085225593863
3689,Douglas,SD,2103,1525,6.0,15.0,12,30.81312410827003
3690,Edmunds,SD,2691,1719,6.0,21.0,12,33.71237458181452
3691,Fall River,SD,5189,3208,6.0,59.0,12,49.1192908073827
3692,Faulk,SD,1575,1094,7.0,23.0,12,73.5999999995327
3693,Grant,SD,4699,3242,13.0,63.0,12,125.49052989971165
3694,Gregory,SD,2807,2165,4.0,11.0,12,11.286070537900656
3695,Haakon,SD,1385,1183,6.0,25.0,12,77.97833934961749
3696,Hamlin,SD,3835,2743,8.0,21.0,12,31.541069100308892
3697,Hand,SD,2332,1676,9.0,24.0,12,66.68953687793015
3698,Hanson,SD,3174,1629,5.0,15.0,12,17.01323251412409
3699,Harding,SD,960,686,7.0,24.0,12,125.99999999868751
3700,Hughes,SD,11271,8052,8.0,44.0,12,22.48602608462205
3701,Hutchinson,SD,5030,3312,8.0,35.0,12,40.07952286274338
3702,Hyde,SD,971,667,2.0,7.0,12,10.38105046333284
3703,Jackson,SD,1806,993,9.0,27.0,12,96.87707641142372
3704,Jerauld,SD,1290,920,3.0,17.0,12,28.46511627884911
3705,Jones,SD,688,550,4.0,9.0,12,37.674418604103565
3706,Kingsbury,SD,3492,2458,7.0,22.0,12,31.7525773194967
3707,Lake,SD,9649,5284,6.0,44.0,12,19.699450720261474
3708,Lawrence,SD,16907,10980,9.0,49.0,12,18.78038682201527
3709,Lincoln,SD,36814,24304,19.0,119.0,12,44.22013364479703
3710,Lyman,SD,2235,1410,8.0,21.0,12,54.12080536888537
3711,Mccook,SD,2790,2514,6.0,24.0,12,37.161290322447456
3712,Mcpherson,SD,3624,1060,4.0,19.0,12,15.099337748302709
3713,Marshall,SD,2790,1991,10.0,27.0,12,69.67741935458896
3714,Meade,SD,16973,10299,38.0,138.0,12,222.45212985316533
3715,Mellette,SD,1126,710,4.0,17.0,12,43.4813499108039
3716,Miner,SD,1559,1117,5.0,26.0,12,60.03848620872329
3717,Minnehaha,SD,115724,70553,79.0,357.0,12,175.4706024679258
3718,Moody,SD,4078,2871,6.0,18.0,12,19.06817067185123
3719,Pennington,SD,72108,41946,34.0,136.0,12,46.17074388416734
3720,Perkins,SD,2139,1356,11.0,30.0,12,111.07994389849893
3721,Potter,SD,2139,1223,3.0,14.0,12,14.1374474052635
3722,Roberts,SD,6395,3772,11.0,37.0,12,45.82329945262577
3723,Sanborn,SD,1545,1035,5.0,15.0,12,34.95145631045339
3724,Oglala Lakota,SD,1545,3068,10.0,12.0,12,55.922330096725425
3725,Spink,SD,4142,2846,10.0,33.0,12,57.36359246726855
3726,Stanley,SD,2105,1502,4.0,18.0,12,24.62707838468111
3727,Sully,SD,1089,819,4.0,11.0,12,29.090909090641958
3728,Todd,SD,3965,2214,10.0,27.0,12,49.02900378297849
3729,Tripp,SD,3705,2501,14.0,39.0,12,106.10526315760835
3730,Turner,SD,5643,3895,9.0,25.0,12,28.708133971240994
3731,Union,SD,11396,6744,14.0,43.0,12,38.034398034364656
3732,Walworth,SD,3704,2280,7.0,30.0,12,40.8207343411425
3733,Yankton,SD,13859,9084,9.0,28.0,12,13.091853669086447
3734,Ziebach,SD,1608,832,7.0,20.0,12,62.68656716378926
3735,Anderson,TN,42772,26310,34.0,220.0,12,125.91414944353178
3736,Bedford,TN,22910,13148,12.0,199.0,12,75.04845045828239
3737,Benton,TN,9651,5381,7.0,43.0,12,22.45570407209361
3738,Bledsoe,TN,7564,4113,13.0,75.0,12,92.80803807496986
3739,Blount,TN,75736,47386,37.0,349.0,12,122.76011408047391
3740,Bradley,TN,63972,34256,20.0,179.0,12,40.292628024754535
3741,Campbell,TN,19585,10340,22.0,145.0,12,117.27342353836238
3742,Cannon,TN,7898,4691,10.0,67.0,12,61.07875411488848
3743,Carroll,TN,15467,8915,19.0,106.0,12,93.75315187166628
3744,Carter,TN,28869,18865,23.0,170.0,12,97.51636703727267
3745,Cheatham,TN,22749,14582,11.0,100.0,12,34.81471713040801
3746,Chester,TN,9560,5364,12.0,76.0,12,68.68619246854739
3747,Claiborne,TN,17375,8625,19.0,135.0,12,106.2906474819532
3748,Clay,TN,5293,2608,8.0,39.0,12,42.44095975809099
3749,Cocke,TN,20777,10577,19.0,111.0,12,73.08466092310098
3750,Coffee,TN,29530,17151,25.0,175.0,12,106.67118184893103
3751,Crockett,TN,7523,4565,13.0,75.0,12,93.31383756467724
3752,Cumberland,TN,38093,24111,25.0,181.0,12,85.52752474205614
3753,Davidson,TN,392977,245860,173.0,1596.0,12,505.8763235507293
3754,Decatur,TN,6202,3903,14.0,91.0,12,147.90067720066446
3755,Dekalb,TN,10764,6070,16.0,92.0,12,98.46153846144699
3756,Dickson,TN,28100,16874,19.0,109.0,12,53.06476868325513
3757,Dyer,TN,20036,11273,18.0,117.0,12,75.67977640243777
3758,Fayette,TN,26356,17375,19.0,196.0,12,101.7331916830696
3759,Fentress,TN,11197,6493,14.0,104.0,12,93.62507814584832
3760,Franklin,TN,22835,14047,19.0,115.0,12,68.89424129622557
3761,Gibson,TN,27497,16402,30.0,164.0,12,128.82859948353317
3762,Giles,TN,17362,9738,15.0,167.0,12,103.8820412394287
3763,Grainger,TN,12672,6952,11.0,65.0,12,40.62499999996794
3764,Greene,TN,35712,20790,18.0,159.0,12,57.70161290320965
3765,Grundy,TN,7410,3820,12.0,73.0,12,85.11740890676772
3766,Hamblen,TN,33236,17596,18.0,110.0,12,42.89324828497927
3767,Hamilton,TN,206945,134946,77.0,908.0,12,243.25071879000487
3768,Hancock,TN,4156,1840,8.0,51.0,12,70.68334937422838
3769,Hardeman,TN,13983,7677,14.0,93.0,12,67.04140742325177
3770,Hardin,TN,14246,8298,18.0,103.0,12,93.70209181518061
3771,Hawkins,TN,29251,17694,22.0,147.0,12,79.60343236125958
3772,Haywood,TN,10106,5998,12.0,76.0,12,64.97526222039879
3773,Henderson,TN,15401,8753,16.0,92.0,12,68.81631062913524
3774,Henry,TN,17975,10977,14.0,71.0,12,39.81529902640344
3775,Hickman,TN,12899,7053,16.0,84.0,12,75.01976897428094
3776,Houston,TN,4741,2794,8.0,41.0,12,49.81227589105713
3777,Humphreys,TN,11741,5947,9.0,76.0,12,41.94531981940043
3778,Jackson,TN,7371,3972,13.0,80.0,12,101.58730158716378
3779,Jefferson,TN,27029,16314,14.0,86.0,12,32.072218728020985
3780,Johnson,TN,9618,6006,11.0,90.0,12,74.11104179655426
3781,Knox,TN,256890,167589,88.0,811.0,12,200.02709330841213
3782,Lake,TN,3305,1528,4.0,17.0,12,14.813918305552757
3783,Lauderdale,TN,12257,6796,12.0,78.0,12,54.982459002973826
3784,Lawrence,TN,22296,13133,25.0,144.0,12,116.25403659844086
3785,Lewis,TN,7157,4084,10.0,57.0,12,57.34246192530761
3786,Lincoln,TN,18588,10689,21.0,176.0,12,143.16333118133034
3787,Loudon,TN,32545,21879,18.0,193.0,12,76.85604547547184
3788,Mcminn,TN,26676,16034,16.0,140.0,12,60.45883940618516
3789,Mcnairy,TN,13902,8242,18.0,89.0,12,82.96935692700116
3790,Macon,TN,12136,6424,11.0,48.0,12,31.32498352007966
3791,Madison,TN,54779,33255,34.0,274.0,12,122.44692309094316
3792,Marion,TN,16312,9318,18.0,122.0,12,96.92986758208868
3793,Marshall,TN,16532,10110,11.0,77.0,12,36.8884587466508
3794,Maury,TN,52401,32866,21.0,243.0,12,70.1162191561096
3795,Meigs,TN,6483,3840,8.0,42.0,12,37.31605738078464
3796,Monroe,TN,26360,14710,17.0,80.0,12,37.14719271622263
3797,Montgomery,TN,99349,52455,30.0,344.0,12,74.79088868533405
3798,Moore,TN,4839,2501,6.0,23.0,12,20.533168009876974
3799,Morgan,TN,10059,5715,13.0,72.0,12,66.99671935573417
3800,Obion,TN,17562,9692,13.0,83.0,12,44.236419542168186
3801,Overton,TN,12951,7321,10.0,61.0,12,33.912439193858454
3802,Perry,TN,4716,2486,11.0,42.0,12,70.5343511448886
3803,Pickett,TN,3767,2303,10.0,39.0,12,74.54207592228686
3804,Polk,TN,13170,5866,11.0,53.0,12,31.872437357606778
3805,Putnam,TN,40184,24707,25.0,242.0,12,108.40135377261886
3806,Rhea,TN,16892,9530,13.0,106.0,12,58.735496092790235
3807,Roane,TN,30553,19582,28.0,167.0,12,110.19277975972565
3808,Robertson,TN,38977,24296,19.0,192.0,12,67.38743361467856
3809,Rutherford,TN,157189,99744,35.0,294.0,12,47.13306910788623
3810,Scott,TN,12672,5585,12.0,92.0,12,62.727272727223216
3811,Sequatchie,TN,8848,5063,10.0,58.0,12,47.19710669072423
3812,Sevier,TN,60310,30381,27.0,270.0,12,87.03034322664782
3813,Shelby,TN,530478,297363,191.0,1561.0,12,404.67035390722316
3814,Smith,TN,10917,6616,9.0,67.0,12,39.769167353632156
3815,Stewart,TN,8062,4533,8.0,33.0,12,23.577276110117122
3816,Sullivan,TN,94828,54944,28.0,302.0,12,64.20382165604418
3817,Sumner,TN,102974,66016,33.0,273.0,12,62.991434731091054
3818,Tipton,TN,33696,19636,11.0,182.0,12,42.77777777776508
3819,Trousdale,TN,4953,2671,6.0,46.0,12,40.12113870373487
3820,Unicoi,TN,9869,6378,9.0,74.0,12,48.58850947406162
3821,Union,TN,10171,5339,10.0,84.0,12,59.46317962829666
3822,Van Buren,TN,4150,2267,8.0,42.0,12,58.29397590347399
3823,Warren,TN,20288,11574,21.0,115.0,12,85.70583596210287
3824,Washington,TN,71541,45733,38.0,314.0,12,120.08554535159976
3825,Wayne,TN,8823,4804,15.0,72.0,12,88.13328799717995
3826,Weakley,TN,16574,10045,11.0,122.0,12,58.298539881707306
3827,White,TN,14573,8523,9.0,104.0,12,46.24442462084248
3828,Williamson,TN,150500,106046,50.0,588.0,12,140.65116279068832
3829,Wilson,TN,78317,53418,36.0,287.0,12,94.98627373366
3830,Anderson,TX,27030,14828,23.0,81.0,12,49.62486126524246
3831,Andrews,TX,9527,4138,2.0,17.0,12,2.56953920436384
3832,Angelina,TX,46367,26565,31.0,140.0,12,67.39275778030337
3833,Aransas,TX,14645,9043,4.0,27.0,12,5.309662000679201
3834,Archer,TX,5851,3646,11.0,40.0,12,54.14459066816929
3835,Armstrong,TX,1356,903,7.0,24.0,12,89.203539822351
3836,Atascosa,TX,24911,12308,23.0,113.0,12,75.11862229534137
3837,Austin,TX,17796,10883,19.0,70.0,12,53.80984490893807
3838,Bailey,TX,3242,1605,2.0,9.0,12,3.9975323874028454
3839,Bandera,TX,15333,9619,13.0,46.0,12,28.080610448034903
3840,Bastrop,TX,47519,27439,25.0,135.0,12,51.13743976092697
3841,Baylor,TX,2105,1241,5.0,10.0,12,17.10213776713966
3842,Bee,TX,13986,7349,13.0,45.0,12,30.115830115808578
3843,Bell,TX,158116,87155,52.0,408.0,12,96.60957777833384
3844,Bexar,TX,963623,551896,345.0,1547.0,12,398.7812661175543
3845,Blanco,TX,7755,5826,7.0,37.0,12,24.046421663411934
3846,Borden,TX,467,347,8.0,25.0,12,308.35117772358996
3847,Bosque,TX,10996,6732,6109.0,46.0,12,18400.334667134957
3848,Bowie,TX,51552,28633,34.0,154.0,12,73.12849162009755
3849,Brazoria,TX,189083,113261,56.0,230.0,12,49.04512832988428
3850,Brazos,TX,98406,64877,30.0,197.0,12,43.24126577647265
3852,Briscoe,TX,974,632,6.0,22.0,12,97.57700205238628
3853,Brooks,TX,5120,1968,1968.0,24.0,12,6641.999999987027
3854,Brown,TX,20835,12356,16.0,98.0,12,54.18574514036276
3855,Burleson,TX,11427,6649,14.0,46.0,12,40.577579417134345
3856,Burnet,TX,27908,18693,23.0,145.0,12,86.03984520564495
3857,Caldwell,TX,20299,11526,11526.0,61.0,12,24938.268880228123
3858,Calhoun,TX,12137,6183,17.0,56.0,12,56.47524099855279
3859,Callahan,TX,8143,5044,7.0,19.0,12,11.759793687815597
3860,Cameron,TX,190161,79358,105.0,539.0,12,214.2836859292802
3861,Camp,TX,6809,3913,5.0,21.0,12,11.102951975310468
3862,Carson,TX,3926,2474,8.0,27.0,12,39.6128374935313
3863,Cass,TX,17905,10391,20.0,100.0,12,80.4244624406141
3865,Chambers,TX,24775,15247,20.0,81.0,12,47.07971745709502
3866,Cherokee,TX,27629,15081,26.0,95.0,12,64.36715045782896
3867,Childress,TX,3263,1761,4.0,17.0,12,15.004596996582885
3868,Clay,TX,7083,4326,17.0,50.0,12,86.40406607357559
3870,Coke,TX,2084,579,5.0,12.0,12,20.72936660258767
3871,Coleman,TX,5365,3171,5.0,14.0,12,9.394221807997402
3872,Collin,TX,503949,357034,101.0,530.0,12,76.47916753480855
3874,Colorado,TX,12893,7656,12.0,40.0,12,26.805243155179703
3875,Comal,TX,90411,62296,31.0,300.0,12,74.0617845173625
3876,Comanche,TX,9185,4692,14.0,51.0,12,55.96951551436475
3879,Coryell,TX,30908,16128,14952.0,53.0,12,18460.214831105714
3880,Cottle,TX,1062,563,5.0,14.0,12,47.4576271181972
3881,Crane,TX,2666,1061,5.0,19.0,12,25.656414103429647
3882,Crockett,TX,2251,1304,5.0,14.0,12,22.390048867070682
3883,Crosby,TX,3214,1444,1444.0,15.0,12,4852.271312990503
3884,Culberson,TX,1484,866,6.0,22.0,12,64.04312668420457
3885,Dallam,TX,2540,1143,3.0,11.0,12,9.35433070862459
3886,Dallas,TX,1167689,731583,471.0,3792.0,12,1101.2718626277965
3887,Dawson,TX,6463,2578,10.0,29.0,12,32.306978183456124
3888,Deaf Smith,TX,8164,3821,5.0,18.0,12,7.937285644282291
3889,Delta,TX,3838,1956,1.0,26.0,12,4.877540385604801
3890,Denton,TX,433764,299716,116.0,696.0,12,134.01278114366028
3891,Dewitt,TX,10974,5366,11.0,30.0,12,21.65117550572111
3892,Dickens,TX,1268,831,7.0,17.0,12,67.57097791744819
3894,Donley,TX,2032,1293,7.0,14.0,12,34.72440944864801
3895,Duval,TX,986,Data not available,12.0,46.0,12,403.0831642961148
3896,Eastland,TX,9957,6227,10.0,36.0,12,26.031937330495094
3897,Ector,TX,68317,30983,32.0,143.0,12,48.22694204955601
3898,Edwards,TX,1354,769,6.0,16.0,12,51.0487444604797
3899,Ellis,TX,97779,60850,44.0,225.0,12,72.89908876138303
3900,El Paso,TX,412874,205862,221.0,853.0,12,328.7428125771948
3901,Erath,TX,20273,12646,12.0,58.0,12,24.718591229702206
3903,Fannin,TX,19342,11890,16.0,55.0,12,32.75772929374793
3904,Fayette,TX,15609,10518,27.0,119.0,12,148.2068037669625
3906,Floyd,TX,3970,1905,4.0,14.0,12,10.156171284609178
3907,Foard,TX,914,447,3.0,8.0,12,18.90590809607324
3908,Fort Bend,TX,393273,257811,101.0,465.0,12,85.98301942924924
3909,Franklin,TX,6015,3988,9.0,30.0,12,32.31920199495874
3910,Freestone,TX,10810,6610,6110.0,73.0,12,29707.82608692904
3911,Frio,TX,7302,3901,11.0,34.0,12,36.87756778959617
3912,Gaines,TX,8358,3862,6.0,24.0,12,12.404881550595352
3913,Galveston,TX,206534,114372,56.0,251.0,12,49.00074563994068
3914,Garza,TX,2307,1279,7.0,28.0,12,61.17035110506645
3915,Gillespie,TX,17313,12615,14.0,92.0,12,53.56437359206748
3916,Glasscock,TX,783,560,5.0,16.0,12,73.56321838986509
3917,Goliad,TX,5068,3087,10.0,37.0,12,52.56511444346376
3918,Gonzales,TX,10966,5684,17.0,46.0,12,51.34415465981092
3919,Gray,TX,11499,6009,8.0,23.0,12,11.521001826235741
3920,Grayson,TX,71039,43310,28.0,233.0,12,66.12255240078463
3921,Gregg,TX,60967,36644,25.0,146.0,12,43.105286466441996
3922,Grimes,TX,16000,5455,4580.0,74.0,12,15251.399999990466
3923,Guadalupe,TX,87481,55032,40.0,244.0,12,80.32829985938886
3924,Hale,TX,17085,7470,19.0,94.0,12,75.26602282699722
3925,Hall,TX,1695,979,5.0,9.0,12,19.115044247674838
3926,Hamilton,TX,5145,3359,10.0,38.0,12,53.177842565494316
3927,Hansford,TX,2762,1715,9.0,48.0,12,112.61404779104775
3930,Harris,TX,2002778,1219871,776.0,5438.0,12,1517.0524940857074
3931,Harrison,TX,38854,22759,36.0,233.0,12,155.43727801509357
3932,Hartley,TX,2424,1630,5.0,26.0,12,38.61386138597931
3934,Hays,TX,106742,80499,50.0,191.0,12,64.41700548986675
3935,Hemphill,TX,2092,1394,9.0,22.0,12,68.14531548724595
3936,Henderson,TX,47855,26892,29.0,148.0,12,64.57507052553244
3937,Hidalgo,TX,337245,153204,108.0,617.0,12,142.2642885735847
3938,Hill,TX,20489,11495,23.0,103.0,12,83.24857240466433
3939,Hockley,TX,12170,6127,15.0,42.0,12,37.27198027934488
3940,Hood,TX,38027,25091,11.0,120.0,12,24.992768296204016
3942,Houston,TX,11507,7408,24.0,80.0,12,120.13556965315013
3943,Howard,TX,14199,7433,7.0,39.0,12,13.84322839635619
3944,Hudspeth,TX,947,894,8.0,24.0,12,145.97676874185873
3946,Hutchinson,TX,11890,6664,11.0,51.0,12,33.97140454160305
3947,Irion,TX,1120,740,2.0,16.0,12,20.571428571244898
3948,Jack,TX,4590,2835,5.0,14.0,12,10.980392156838823
3949,Jackson,TX,9169,4776,10.0,24.0,12,18.846111898768843
3951,Jeff Davis,TX,1570,1188,6.0,16.0,12,44.02547770672596
3952,Jefferson,TX,135110,75002,50.0,381.0,12,101.51728221448437
3953,Jim Hogg,TX,3483,1505,4.0,16.0,12,13.229974160168734
3954,Jim Wells,TX,26445,10036,26.0,85.0,12,60.17016449231984
3955,Johnson,TX,88172,52676,35.0,196.0,12,56.01778342330264
3956,Jones,TX,8987,4996,11.0,32.0,12,28.200734394093466
3957,Karnes,TX,7526,4299,15.0,44.0,12,63.14111081575453
3958,Kaufman,TX,66822,38464,33.0,147.0,12,52.26901319923793
3959,Kendall,TX,27946,19859,13.0,71.0,12,23.780147427172484
3960,Kenedy,TX,281,311,7.0,14.0,12,251.10320283803904
3961,Kent,TX,546,350,7.0,19.0,12,175.3846153814032
3962,Kerr,TX,31035,22287,22.0,159.0,12,81.15224746251613
3963,Kimble,TX,2885,1728,5.0,23.0,12,28.700173310125823
3964,King,TX,174,131,5.0,11.0,12,227.58620688347204
3966,Kleberg,TX,16165,8685,18.0,74.0,12,59.32817816266048
3967,Knox,TX,1098,1098,4.0,12.0,12,31.47540983577892
3968,Lamar,TX,26378,16224,33.0,92.0,12,82.86905754792522
3969,Lamb,TX,7138,Data not available,7.0,35.0,12,24.712804707166274
3970,Lampasas,TX,12788,7590,6.0,38.0,12,12.837034720040009
3971,La Salle,TX,3921,1504,8.0,23.0,12,33.787299158291795
3972,Lavaca,TX,381,7765,20.0,75.0,12,2834.6456692169386
3973,Lee,TX,9699,5892,9.0,46.0,12,30.733065264428568
3974,Leon,TX,10561,6606,18.0,70.0,12,85.90095634874926
3976,Limestone,TX,12031,6957,23.0,83.0,12,114.24486742572168
3977,Lipscomb,TX,1805,1084,5.0,20.0,12,39.88919667567929
3978,Live Oak,TX,6220,3720,15.0,53.0,12,92.02572347252087
3979,Llano,TX,14827,10276,12.0,67.0,12,39.04228771832532
3981,Lubbock,TX,149493,92033,90.0,299.0,12,129.6060685115604
3982,Lynn,TX,3591,1702,11.0,26.0,12,57.34335839583029
3983,Mcculloch,TX,4669,2702,8.0,36.0,12,44.41207967435337
3984,Mclennan,TX,122634,75787,38.0,245.0,12,54.660208425065264
3985,Mcmullen,TX,631,435,5.0,16.0,12,91.28367670219835
3986,Madison,TX,7300,3857,8.0,65.0,12,51.28767123280646
3988,Martin,TX,3004,1595,7.0,31.0,12,52.01065246320902
3989,Mason,TX,2787,1978,5.0,11.0,12,14.208826695320385
3990,Matagorda,TX,18785,10649,20.0,198.0,12,151.7806760712527
3991,Maverick,TX,29536,11340,13.0,90.0,12,28.521126760553724
3992,Medina,TX,31508,16501,10.0,53.0,12,12.111209851462451
3993,Menard,TX,1331,797,4.0,15.0,12,32.456799398704305
3994,Midland,TX,74109,43127,25.0,143.0,12,34.732623567983005
3995,Milam,TX,13418,8054,16.0,89.0,12,76.41079147408226
3996,Mills,TX,3004,2040,8.0,24.0,12,46.01864181076559
3997,Mitchell,TX,3904,1924,1924.0,35.0,12,12419.262295050157
3998,Montague,TX,12024,7502,14.0,40.0,12,33.532934131708636
3999,Montgomery,TX,293309,191860,103.0,779.0,12,196.96170250486014
4000,Moore,TX,8729,4075,8.0,20.0,12,13.197388016939858
4003,Nacogdoches,TX,33463,21725,23.0,96.0,12,47.50799390370036
4004,Navarro,TX,25308,14453,21.0,88.0,12,52.57467994308022
4005,Newton,TX,8490,4713,20.0,76.0,12,128.90459363942412
4006,Nolan,TX,7830,4092,10.0,38.0,12,34.94252873558756
4007,Nueces,TX,173740,94838,107.0,460.0,12,203.97375388510395
4008,Ochiltree,TX,5217,2424,5.0,20.0,12,13.801035077604368
4009,Oldham,TX,1248,818,5.0,20.0,12,57.692307691845414
4010,Orange,TX,48062,26409,38.0,149.0,12,84.8204402646405
4011,Palo Pinto,TX,16090,9430,15.0,70.0,12,46.985705407055946
4012,Panola,TX,15092,8778,20.0,60.0,12,57.24887357536625
4014,Parmer,TX,4150,2067,12.0,26.0,12,54.13012048179728
4015,Pecos,TX,7349,3574,14.0,37.0,12,50.749761872294535
4016,Polk,TX,34318,16748,24.0,124.0,12,62.43720496530613
4017,Potter,TX,46979,24628,21.0,122.0,12,39.265203601600874
4018,Presidio,TX,3751,1600,14.0,14.0,12,37.621967475239614
4019,Rains,TX,6990,4435,9.0,35.0,12,32.44635193128405
4020,Randall,TX,77764,48624,18.0,192.0,12,31.99835399413199
4021,Reagan,TX,1689,853,5.0,8.0,12,17.051509768993185
4022,Real,TX,2403,1571,1571.0,12.0,12,5648.539325819191
4023,Red River,TX,7596,4427,20.0,60.0,12,113.74407582923413
4024,Reeves,TX,6710,2456,2456.0,56.0,12,14757.961251840898
4025,Refugio,TX,4489,2543,11.0,55.0,12,97.03720204923805
4026,Roberts,TX,665,472,3.0,7.0,12,22.736842104921248
4027,Robertson,TX,10390,6343,17.0,59.0,12,69.50529355142491
4028,Rockwall,TX,63500,38716,22.0,130.0,12,32.42834645668781
4029,Runnels,TX,5940,3258,12.0,26.0,12,37.818181818118155
4030,Rusk,TX,27645,16372,15.0,70.0,12,27.346717308725864
4031,Sabine,TX,7114,3963,10.0,36.0,12,36.435198200679736
4032,San Augustine,TX,5498,3063,13.0,95.0,12,161.73153874106632
4033,San Jacinto,TX,16618,9402,12.0,63.0,12,32.75484414488341
4034,San Patricio,TX,41647,18323,16.0,67.0,12,18.532907532350823
4036,Schleicher,TX,1758,571,5.0,16.0,12,32.764505119267554
4037,Scurry,TX,8327,4391,12.0,35.0,12,36.315599855846855
4038,Shackelford,TX,2094,1294,8.0,13.0,12,35.75931232074614
4039,Shelby,TX,14121,7009,15.0,44.0,12,33.652007648159724
4041,Smith,TX,123064,77734,39.0,214.0,12,48.829227068838264
4042,Somervell,TX,5987,3706,5.0,15.0,12,9.019542341725373
4043,Starr,TX,31290,11883,14.0,48.0,12,15.463087248317207
4044,Stephens,TX,4964,2982,5.0,12.0,12,8.70265914583259
4045,Sterling,TX,833,492,8.0,11.0,12,76.06242496907488
4046,Stonewall,TX,957,624,2.0,4.0,12,6.018808777366575
4047,Sutton,TX,2202,1209,5.0,9.0,12,14.713896457698848
